Season,Episode,Speaker,Line
5,11,walter,hello mr
5,11,skyler,credit to society
5,11,jesse,so do i get to pick where i go
5,11,hank,well its your life
5,11,jesse,i imagine you get a say
5,11,walter,want a suggestion
5,11,jesse,how about florida
5,11,jesse,you get a tan meet the swedish bikini team you know swim with the dolphins
5,11,jesse,what about alaska
5,11,saul,alaska
5,11,saul,okay
5,11,walter,well thats a different vibe
5,11,jesse,i never figured you for a big moose lover but whatever floats your boat
5,11,saul,alaska
5,11,hank,alaskas good
5,11,jesse,anywhere you can get a fresh start is gonna be good
5,11,jesse,you ready
5,11,hank,yeah
5,11,walter,take care jesse
5,11,jesse,all right
5,11,walter,scuse me
5,11,hank,hey man you cant go in there
5,11,saul,he a noshow
5,11,saul,why didnt you call
5,11,jesse,why didnt you stop
5,11,saul,code red
5,11,saul, huell
5,11,hank, no
5,11,saul,hey
5,11,walter, hey
5,11,saul, get in here
5,11,hank,no no
5,11,hank,back off
5,11,jesse,you stay where you are
5,11,walter,what
5,11,saul,i dont know what happened here
5,11,saul,what did i do
5,11,jesse,you stole it off of me
5,11,jesse,you and him you took it right out of my pocket didnt you
5,11,saul,whoa whoa whoa
5,11,walter,calm down
5,11,saul,yes
5,11,saul,okay
5,11,saul,i had huell lift your dope
5,11,saul,i told you i couldnt risk the guy not taking you
5,11,jesse,before
5,11,jesse,the cigarette
5,11,jesse,you stole the cigarette
5,11,walter,what
5,11,jesse, the ricin cigarette
5,11,jesse,you had him steal it off of me
5,11,jesse,and all for that asshle mr
5,11,walter,white
5,11,jesse,he poisoned brock
5,11,jesse,he poisoned brock and you you helped him
5,11,saul, okay jesse
5,11,walter,calm down
5,11,marie,say it again
5,11,jesse,tell me one more time to calm down
5,11,jesse,come on
5,11,saul,im sorry
5,11,saul,yes
5,11,saul,okay
5,11,saul,i had huell lift your cigarette but walt made me
5,11,saul,he told me he was helping you he was saving you
5,11,saul,i never wouldve agreed to it if id known what he was gonna do
5,11,saul,jesse you gotta believe me
5,11,saul,i didnt want any of this
5,11,hank,back up
5,11,jesse,get off me
5,11,jesse,what do i pay you for
5,11,jesse,hey its me
5,11,kuby,we got a big problem
5,11,hank,18 19 and 20
5,11,jesse,actually you gave me a five not a one
5,11,hank,oh i i did
5,11,saul,im im so sorry
5,11,hank,um here you go
5,11,hank,thank you for your honesty
5,11,walter,oh and uh please give this to your car wash professional
5,11,hank,have an a1 day
5,11,hank,god
5,11,saul,hey
5,11,marie,whats going on
5,11,hank, not much
5,11,hank,yeah
5,11,walter,nothing
5,11,hank, no
5,11,saul,things are fine
5,11,hank,good
5,11,jesse,why
5,11,hank,oh no reason
5,11,walter,you know what i found the other day is that the the the latch on the soda machine wasnt latching
5,11,walter,its its catching every time that i stock that darn thing
5,11,hank,so i thought id check it out
5,11,hank,great
5,11,saul,okay
5,11,walter,exact change
5,11,walter,i like that
5,11,walter,thank you very much
5,11,saul,okay
5,11,hank,and please give this to your car care professional and have an a1 day
5,11,walter,thank you
5,11,walter,thank you
5,11,walter,you know what i just remembered is that they gave me a prescription to go pick up
5,11,hank,so i forgot
5,11,walter,im gonna go head on over to the drugstore okay
5,11,hank, yeah
5,11,saul,okay
5,11,jesse,all right
5,12,jesse,you need me gone cause your brotherinlaw is never gonna let up
5,12,walter,excuse me he a noshow
5,12,jesse,why didnt you c
5,12,marie,you and him you took it right out of my pocket
5,12,saul,the ricin cigarette
5,12,kuby,and all for mr
5,12,walter,white
5,12,walter,he poisoned brock and you helped him
5,12,walter,jesse
5,12,walter,jesse
5,12,jesse,you show yourself right now
5,12,walter,ill be in touch
5,12,saul,okay
5,12,walter,hey huell
5,12,skyler,listen i want you to swing by the high school on your way to sauls
5,12,skyler,i cant believe that he would go after my son but you got it
5,12,kuby,and kubys at the car wash right
5,12,kuby,parked right across the street
5,12,kuby,alls quiet
5,12,kuby,no pinkman
5,12,saul,okay
5,12,hank,just find him
5,12,walter,please leave your message
5,12,walter,jesse listen uh i mean obviously youve changed your mind here and so thank you for that
5,12,skyler,and i know youre angry
5,12,jesse,i wanna fix this okay
5,12,kuby,whatever it takes all right
5,12,skyler,well talk and we will fix this
5,12,walter,until then just just sleep it off okay
5,12,kuby,and then call me
5,12,saul,be safe
5,12,jesse,hows it coming
5,12,kuby,i replaced the doorjamb and the striker plate
5,12,skyler,switch this out well be good to go
5,12,marie,good
5,12,saul,oh hey uh do you want separate keys for the different locks or do you want just one working both
5,12,hank,no no no
5,12,hank,no rekey
5,12,kuby,same exact keys as before
5,12,walter,okay its just that usually with a breakin people like to get new keys
5,12,saul,no same key same locks
5,12,skyler,the old keys have to work here okay
5,12,hank, okay
5,12,kuby,all right
5,12,marie,good
5,12,marie,good
5,12,marie,good good good good
5,12,hank,oh no no
5,12,walter,um hey guys guys guys
5,12,hank,cut that
5,12,kuby,yeah this uh that areas still pretty bad
5,12,skyler,right right
5,12,walter,well have to go over this a lot more
5,12,kuby,well weve made three passes already
5,12,skyler,like i say gasolines tricky
5,12,hank,no no no no
5,12,hank,no no no no no
5,12,skyler,the smell has got to be gone completely
5,12,skyler,my wife is coming home and i cant have any odor any stain any sign that anything happened here
5,12,kuby,understand
5,12,hank,i i know
5,12,marie,this is short notice and i really appreciate it
5,12,skyler,sir sir wed love to take more of your money but youve got gas soaked straight through to your subfloor
5,12,kuby,until you pull this up and get new carpet new padding this is as good as it gets
5,12,walter,is that gasoline
5,12,saul,ask dad
5,12,walter,hey
5,12,walter,over here
5,12,marie,what happened
5,12,skyler,what happened is that i should sue someone
5,12,walter,thats what happened
5,12,skyler,so im on my way to the drugstore and i have to stop to get some gas and there is this total pump malfunction
5,12,jesse,you know what
5,12,kuby,she really shouldnt be in this room at all
5,12,jesse,i mean this is supposedly green but you know how it is
5,12,kuby,you can close the windows in the nursery because its really only out here
5,12,skyler,ugh
5,12,hank,this is as good as it gets
5,12,walter,so um pump malfunction
5,12,kuby,yeah
5,12,hank,so im standing there filling up like ive done a thousand times before and i hear a chunk
5,12,saul,you know the pumps nozzle
5,12,kuby,the the metal thing
5,12,kuby,the thing you squeeze right
5,12,jesse,i hear a chunk
5,12,kuby,so i suppose in my naivete i took to understand that gas is no longer coming out of the nozzle so i pull out the hose to put it back and whoosh
5,12,hank,you know i am suddenly soaked in gasoline
5,12,skyler,i mean on my arms and my legs and my my groin
5,12,kuby,so now i am in a panic and i race home i run inside the house and im stripping off my clothes as fast as i can
5,12,saul,i jump in the shower
5,12,kuby,its not until after i get out of the shower that i realize my gascovered clothes have been soaking in the living room rug this entire time
5,12,kuby,i mean its its the whole thing is just so stupid
5,12,walter,i could have rinsed off at the station
5,12,kuby,halfway home im starting to realize wait a minute theres a water hose right there next to the air pump
5,12,saul,you know for tires
5,12,kuby,anyway so that was my day
5,12,jesse,how was yours
5,12,saul, dad
5,12,kuby, yeah
5,12,saul,please can you just tell the truth
5,12,walter,tell what do you mean
5,12,jesse,you fainted didnt you
5,12,walter,cause youre sick again
5,12,kuby,you were pumping gas and the fumes they they made you pass out again
5,12,walter,just just admit it
5,12,saul,no the no
5,12,kuby,it was the pump
5,12,saul,all right i i maybe i did get a little swimmy at one point but i did not faint
5,12,saul,okay
5,12,hank,im fine and thats the truth
5,12,kuby,however in the best interest of all of our continued good health i dont think we can stay here
5,12,skyler,i mean not until we get new carpet
5,12,kuby,yeah
5,12,skyler,uncle hank and aunt marie they they got plenty of space
5,12,kuby,hey what about a hotel
5,12,hank,a hotel
5,12,walter,that could be sweet
5,12,kuby,a a good one
5,12,kuby,i like the way youre thinking
5,12,hank,could be a little family vacation
5,12,hank,might be fun
5,12,walter,what do you say
5,12,skyler,why dont you put some clothes together
5,12,kuby,yeah
5,12,kuby,all right
5,12,kuby,im sorry
5,12,hank,its not my finest hour
5,12,kuby,ill go pack a bag
5,12,saul,okay
5,12,saul,okay
5,12,kuby,think thisll leave a scar
5,12,saul,i never should have let my dojo membership run out
5,12,walter,jesus
5,12,walter,jesse did that
5,12,saul,yeah but you gotta understand deep down he loves me
5,12,walter,so where is he
5,12,kuby, still looking
5,12,walter,where have you looked
5,12,kuby,his place his folks place uh this brock kids place
5,12,kuby,crack shacks at siesta hills the indigo the crystal palace gokart joint on copper ave
5,12,kuby,uh aa meeting off the 40
5,12,walter,his buddies beaver and whatshisname
5,12,kuby,uh badger and skinny pete
5,12,kuby,yeah no hes not with them
5,12,walter,they could be covering for him
5,12,kuby,i posed as a meter reader
5,12,kuby,i put a bug in the tall kids moms place
5,12,kuby,for three hours straight all he talked about was something called babylon 5
5,12,kuby,i checked with my gal at apd
5,12,kuby,uh she said pinkmans not in their system so the cops dont have him
5,12,saul,yet
5,12,walter,maybe he changed his mind about leaving called your guy back
5,12,saul,somebody misses their first chance with my guy theres no second
5,12,walter,well keep looking
5,12,saul,what then
5,12,walter,what do you mean
5,12,saul,i mean pinkmans like a bad penny
5,12,saul,sooner or later hes gonna turn up
5,12,saul,im wondering what you wanna do when he does
5,12,walter,jesse is upset about the boy
5,12,walter,i just need to explain to him why that had to happen
5,12,saul,okay but say you know just for the sake of argument the kids not in the mood for a nuanced discussion of the virtues of child poisoning
5,12,saul,you know his plans are running more towards stabbing you to death with a pointed stick
5,12,saul,in that scenario then what
5,12,walter,you have a suggestion
5,12,saul,we were wondering if maybe this isnt an old yeller type situation
5,12,saul,old yeller
5,12,saul,yeah old yeller was the best most loyal dog there ever was
5,12,saul,i mean everybody loved that mutt but one day he showed up rabid and little timmy for old yellers own sake had to uh oh you you saw the movie
5,12,walter,youre full of colorful metaphors arent you saul
5,12,walter,belize old yeller
5,12,walter,just brimming with advice
5,12,walter,do not float that idea again
5,12,walter,find him
5,12,skyler,room key wouldnt let me into the ice room so i had to go down to the front desk
5,12,skyler,but here we are
5,12,kuby,checked in on junior
5,12,skyler,payperview and room service
5,12,hank,hes in heaven
5,12,hank,hey i thought you were gonna take a bath
5,12,saul,hows saul doing
5,12,walter,saul
5,12,marie,goodman
5,12,hank,i have no idea
5,12,hank,you were just out talking to him in the parking lot
5,12,kuby,im sorry
5,12,saul,were you spying on me
5,12,walter,and i feel just awful about it too
5,12,kuby,you know i played along with your pump malfunction bullshit because junior was standing right there but now i would like to know whats going on
5,12,hank,first of all its no big deal
5,12,jesse,coming here is just me being overly cautious
5,12,jesse,jesse pinkman you know
5,12,kuby,he came over to the house that time for dinner remember
5,12,kuby,well he he got upset over this something he thinks i did
5,12,walter,i did do it
5,12,saul,but i did it for very good reasons
5,12,walter,its just its complicated
5,12,skyler,are you are you telling me that he tried to burn our house down
5,12,walter,that was probably for a brief moment his intention but obviously he changed his mind
5,12,walter,and how does that work
5,12,walter,him him changing his mind
5,12,walter,ah god
5,12,skyler,look with youve got to understand
5,12,walter,with with jesse there are emotional issues personal issues some drug abuse
5,12,kuby,but he has always been more of a danger to himself than anyone else
5,12,kuby,he has a tendency to fly off the handle
5,12,kuby,thats all
5,12,kuby,so he has never hurt anybody
5,12,skyler,i cant believe you got her down so fast
5,12,skyler,oh so whats your course of action here
5,12,walter,sauls guy kuby tracks him down which shouldnt take long and when he does im gonna im gonna talk to him
5,12,skyler,make him see reason
5,12,walter,talk to him
5,12,skyler,make him see reason
5,12,skyler, so im clear these are just euphemisms youre using here right
5,12,walter,what
5,12,walter,whwhat does that mean
5,12,walter,my god
5,12,skyler,i knew this was going to happen
5,12,skyler,i knew it
5,12,skyler,i told you that someday someone was going to come to our door and try to hurt us
5,12,skyler,and now here we are
5,12,walter,jesse didnt go there to hurt anyone
5,12,skyler,he poured gasoline all over our house walt
5,12,skyler,he tried to set our house on fire
5,12,walter,he changed his mind
5,12,walter,he didnt do it did he
5,12,walter,what if he changes it back
5,12,skyler,walt you need to deal with this
5,12,walter,how much have you had to drink
5,12,skyler,not nearly enough
5,12,walter,i i dont know how we got off on whatever it is were talking about here
5,12,walter,but clearly i havent explained the situation well enough because this is a big overreaction
5,12,walter,we all need to just take a deep breath and calm down because jesse isnt just some some some rabid dog
5,12,walter,this is a person
5,12,skyler,a person that is a threat to us
5,12,skyler,i mean my god where we are now with hank and marie and that awful tape we made
5,12,skyler,after everything weve done you cant just talk to this person
5,12,walter,youre ssaying that i just what what exactly are you saying
5,12,skyler,weve come this far
5,12,saul,for us
5,12,skyler,whats one more
5,12,walter,jesse
5,12,hank,stop what youre doing and turn and face me
5,12,jesse,you wanna you wanna know what he did
5,12,jesse,you wanna hear about it
5,12,hank,jesse put out the lighter
5,12,jesse,he poisoned a little kid
5,12,jesse,an eightyearold boy
5,12,jesse,just because you know just as a move
5,12,hank,walts a bastard
5,12,hank,secrets out
5,12,kuby,well talk about it
5,12,hank,but i need you to put out the lighter okay
5,12,hank,look jesse jesse i dont want to kll you
5,12,hank,and you dont wanna be klled
5,12,hank,so put it out
5,12,jesse,he cant keep getting away with it
5,12,jesse,he cant keep getting away with it
5,12,saul,he wont
5,12,hank,you really wanna burn him down
5,12,hank,lets do it together
5,12,saul,so you were fofollowing me
5,12,kuby,yeah
5,12,kuby,since goodmans
5,12,skyler,where we going now
5,12,saul,dea
5,12,walter,downtown
5,12,walter,what im like arrested
5,12,jesse,yeah you know how this works
5,12,saul,be a good witness for me itll go better for you
5,12,saul,yeah sitting around mdc waiting to be a witness against mr
5,12,walter,white
5,12,walter,its its gonna go great for me
5,12,skyler,so youre angry
5,12,hank,i cant sleep
5,12,hank,im not eating
5,12,kuby,last night i was online for six hours looking up untraceable poisons
5,12,skyler,this close family friend had been keeping a secret from you and hank and somehow this persons secret became known and now youre sad and hurt and angry
5,12,kuby,im im in the ballpark
5,12,skyler,to be this wrong about someone
5,12,marie,this off
5,12,walter,we all live doublelives to some extent dont we
5,12,skyler, we all have our secrets
5,12,kuby,yeah
5,12,marie,not like this
5,12,kuby,not like him
5,12,kuby,marie i think its time you filled me in on some more details here
5,12,skyler,who and what are we talking about
5,12,hank,i said i cant do that
5,12,walter,itd be bad for hank
5,12,hank,our friend made that clear in his little movie
5,12,kuby,those kids under his roof
5,12,walter,that baby
5,12,kuby,im sick just thinking about it
5,12,kuby,how could i have not seen this
5,12,walter,if i werent being such a idiotic stupid idiot i couldve we could have blackjack winnings
5,12,kuby,nothing suspicious about that at all
5,12,kuby,tell me about this movie
5,12,hank,dave cant we simply just focus on my feelings here
5,12,kuby,the details dont really matter do they
5,12,jesse,there is nothing to be done okay
5,12,saul,he screwed us and he won
5,12,kuby,can we just can we talk about something else please
5,12,walter,hows work
5,12,kuby,last week you were upset about the new parking rules
5,12,skyler,marie
5,12,saul,derived from shellfish
5,12,kuby,produces a flaccid paralysis that leaves the victim conscious through a progression of symptoms
5,12,saul,death occurs from respiratory failure
5,12,skyler, that is definitely a contender
5,12,skyler,marie youre not ready to fill me in here thats fine
5,12,hank,but i want you to listen
5,12,skyler,there is no problem no matter how difficult or painful or seemingly unsolvable that volence wont make worse
5,12,hank,i know
5,12,hank,i dont worry
5,12,walter,i wouldnt hurt anybody
5,12,walter,i just it just feels good to think about it
5,12,kuby,hey babe
5,12,marie,whats the story here
5,12,hank,oh uh well uh somethings come up
5,12,hank,i thought you might wanna get outta the house for a day or two
5,12,marie,you thought i might wanna pack up and move out of my own house
5,12,walter,why
5,12,marie,whats going on
5,12,hank,look i dont wanna get into it now
5,12,hank,but you know that thing with walt
5,12,hank,theres uh theres been a development
5,12,marie,what happened
5,12,marie,are you in danger
5,12,hank,no no no not at all
5,12,hank,just its a fluid situation and i think it might go a little smoother if youre not here
5,12,hank,so i uh itll be great you know
5,12,hank,iii booked you a spa package at la posada
5,12,hank,you can do that river stones thing
5,12,marie,hank what the hell is going on
5,12,skyler,hank
5,12,hank,we have a guest
5,12,hank,he was a little keyedup
5,12,hank,gave him a couple sleeping pills
5,12,saul,okay
5,12,hank,so listen
5,12,hank,i bring that kid in and and put him in the system walts gonna find out five minutes later
5,12,hank,you know my last ten witnesses died in jail remember
5,12,hank,aaand i cant use a dea safe house without writing him up
5,12,hank,i cant risk a a motel
5,12,hank,i know it sounds crazy but this is the best place for him
5,12,saul,for now
5,12,hank,just for a day or two tops
5,12,marie,okay just answer me this one question is this bad for walt
5,12,kuby,yeah
5,12,saul,very
5,12,marie,good
5,12,marie,im staying
5,12,marie,ill heat up lasagna
5,12,marie,phones ringing
5,12,walter,you have one new voice mail
5,12,hank,jesse listen
5,12,walter,uh i mean obviously youve changed your mind here and so thank you for that
5,12,skyler,and i know youre angry
5,12,hank,and i wanna fix this okay
5,12,kuby,whatever it takes all right
5,12,skyler,well talk and we will fix this
5,12,walter,until then just just sleep it off okay
5,12,kuby,and then call me
5,12,saul,be safe
5,12,walter,hey
5,12,walter,hey
5,12,saul,what are you still doing up
5,12,hank,couldnt sleep
5,12,skyler,you and me both
5,12,walter,here
5,12,walter,have a seat
5,12,skyler,everything okay
5,12,kuby, oh yeah
5,12,walter,just business stuff
5,12,skyler,going over some options
5,12,kuby,you guys still think you might buy another car wash
5,12,kuby,oh uh yeah
5,12,saul,well maybe
5,12,walter,see how it goes
5,12,hank,how it goes now that now that youre youre sick again right
5,12,walter,thats not what i mean
5,12,walter,hey
5,12,skyler,told you not to worry remember
5,12,hank,hhow can i not worry
5,12,skyler,come on
5,12,kuby,you think i came all this way just to let something as silly as lung cancer take me down
5,12,saul,not a chance
5,12,hank,im not going anywhere
5,12,hank,shouldve brought our suits huh
5,12,hank,its okay
5,12,kuby,its all right
5,12,hank,ill be up in a minute
5,12,saul,okay
5,12,saul,see you in the morning
5,12,saul,okay
5,12,skyler,would you like some coffee
5,12,saul,morning
5,12,skyler,you want some coffee
5,12,hank,uh no
5,12,hank,uh the lady um i think your wife you take cream and sugar
5,12,kuby,uh blacks blacks good
5,12,skyler,thanks
5,12,skyler,uh thanks
5,12,skyler,thanks
5,12,walter,this is probably gonna take awhile
5,12,kuby,yeah yeah yeah
5,12,walter,ill run some errands
5,12,saul,okay
5,12,kuby,all right
5,12,hank,uh you remember uh agent gomez
5,12,jesse,how you feeling
5,12,skyler,your head clear
5,12,kuby,yeah
5,12,hank,this this cant be what you mean by burning him to the ground right
5,12,saul,ii got stories thatll make your toes curl but you know its just my word against his word kind of stuff
5,12,jesse,so you know i dont really have any like proof or anything
5,12,kuby,gomie can you uh grab the curtains over there
5,12,kuby,theres a theres a glare thing happening here
5,12,jesse,you know hes retired right
5,12,saul,hes hes not even in the business anymore
5,12,walter,so youre never gonna catch him with a camcorder
5,12,walter,were gonna catch him
5,12,marie,we gotta do this first okay
5,12,skyler,come on
5,12,skyler,just uh tell us everything you remember
5,12,saul,any business dealings any personal dealings any criminal activity you were a witness or a party to
5,12,skyler,anything and everything
5,12,skyler,just tell us your story okay
5,12,saul,start from the beginning
5,12,saul,when did you first meet walter white
5,12,skyler,right
5,12,saul,okay uh i first met mr
5,12,hank,white walter white in junior year chemistry
5,12,kuby,he was my teacher
5,12,skyler,you believe him
5,12,kuby,yeah
5,12,walter,i do unfortunately
5,12,kuby,and i hate to admit it but i think the kid is right
5,12,hank,there is no physical evidence not that i heard
5,12,hank,yeah well no weapons no bodies no working lab
5,12,kuby,just the word of one nutjob methhead against mr
5,12,kuby,rogershasalungtumor
5,12,walter,so do we take a run at lydia rodartequayle
5,12,kuby,vamonos pest
5,12,saul,follow up with the drew sharp klling
5,12,skyler,where do we start
5,12,jesse,i say we start with this
5,12,walter,jesse im gonna be at civic plaza tomorrow at noon
5,12,kuby,i hope youll give me the chance to explain myself and talk through everything once and for all
5,12,walter,ill be alone and unarmed
5,12,skyler,so if you wanna come and sht me in the head thats up to you
5,12,saul,either way im in your hands
5,12,saul,whoa whoa whoa
5,12,skyler,go and talk to that asshle
5,12,jesse,you you cant be serious
5,12,skyler,go and listen
5,12,walter,he wants to explain himself
5,12,kuby,we put a wire on you and let him explain
5,12,kuby,so your plan is to do his plan
5,12,kuby,you you seriously think that this this whole once and for all in the plaza thing is so he can talk to me
5,12,hank,why not
5,12,skyler,i i i cant believe you two
5,12,skyler,the dude wanted me out of town before i came to burn his house down and now im even more of a threat to him okay
5,12,kuby,and hes got a zerotolerance policy on threats you know
5,12,marie,if i go to this plaza im a dead man is why not
5,12,skyler,hey walts ruthless
5,12,kuby,hell do just about anything to protect his interests
5,12,kuby,i agree
5,12,skyler,except when it comes to you
5,12,walter,he cares about you
5,12,jesse,cant you see
5,12,kuby,oh yeah
5,12,kuby,you mean when hes not uh ripping me off or calling me an idiot or poisoning people that i care about
5,12,kuby,yeah no mr
5,12,saul,whites gay for me
5,12,saul,everyone knows that
5,12,saul,no i mean it
5,12,skyler,based on everything you told us
5,12,kuby,uh he paid for your rehab uh ran over those two drug dealers with his car
5,12,walter,sounds like he saved your life
5,12,jesse,uh made you a 5050 partner
5,12,walter,he didnt need to do that
5,12,saul,yeah no he sort of did
5,12,kuby,im the only one near as good as him so i dont know
5,12,skyler,the way you tell it sounds to me like hes manipulating you to stick around
5,12,jesse,like he doesnt wanna lose you
5,12,kuby,all those numbers he he runs on you over and over helping you find the ricin cigarette
5,12,skyler,come on
5,12,skyler,look how far hell go to show you to convince you that hes not such a bad guy
5,12,saul,thats what this is
5,12,walter,what if its about um klling me you know
5,12,kuby,you know getting me out in the open hire some uh some clock tower guy or or have me sit on a poison needle or something you know
5,12,walter,nothings gonna happen to you
5,12,kuby,i mean the plazas one of the most wideopen public places in all of albuquerque
5,12,saul,its middle of the day
5,12,skyler,and agent gomez and i will be right there with you
5,12,skyler,look look you two guys are just guys okay
5,12,saul,white hes the devil
5,12,jesse,you know he is he is smarter than you he is luckier than you
5,12,walter,whatever whatever you think is supposed to happen im telling you the exact reverse opposite of that is gonna happen okay
5,12,walter,jesse jesse were not brainstorming here
5,12,marie,this is not asking
5,12,saul,unless you know another way to get the man or unless you wanna take your chances with the banger boys over in mdc then this is it
5,12,skyler,this is whats happening
5,12,walter,i gotta piss
5,12,kuby,can i piss
5,12,kuby,yeah
5,12,saul,down to the left
5,12,hank,you got another sd card
5,12,walter,what
5,12,saul,what if the kids right
5,12,skyler,what if its a trap
5,12,saul,the kid
5,12,kuby,oh you mean the junkie mrderr thats dribbling all over my guest bathroom floor
5,12,kuby,well then hes right
5,12,kuby,pinkman gets klled and we get it all on tape
5,12,skyler,remember youre hurt youre angry but youre here for answers okay
5,12,saul,but dont uh dont push the questions okay
5,12,kuby,lets not get him suspicious all right
5,12,kuby,you let him do the talking right
5,12,walter,just relax
5,12,saul,thats what thats what matters most
5,12,skyler,dont cross your arms if you can help it
5,12,kuby,pancho villa salma hayek
5,12,kuby,pancho villa salma hayek
5,12,skyler,you getting that
5,12,skyler,loud and clear idiota
5,12,walter,hows it looking gomie
5,12,walter,no change
5,12,hank,hes just sitting there
5,12,skyler,are we doing this or what
5,12,skyler,ready to kick some ass partner
5,12,kuby,all right
5,12,skyler,time to go
5,12,kuby,hey hank you got eyes on this
5,12,saul,whats with the kid
5,12,hank,hes just standing there
5,12,marie,what the hells he doing
5,12,saul,hes on the move now
5,12,walter,hes taking off
5,12,saul,i think hes running
5,12,hank,oh no no no no no kid
5,12,skyler,come on
5,12,walter,you got him
5,12,kuby,hes at the pay phone
5,12,kuby,who the hell is he calling
5,12,hank,oh no
5,12,hank,no no no
5,12,skyler,come on kid
5,12,skyler,come on
5,12,walter,hello
5,12,jesse,nice try asshle
5,12,walter,jesse where are you
5,12,walter,i just wanna talk to you
5,12,jesse,im not doing what you want anymore
5,12,jesse,okay asshle
5,12,jesse,this is just a headsup to let you know im coming for you
5,12,jesse,see i decided that burning down your house is nothing
5,12,jesse,next time im gonna get you where you really live
5,12,walter,jesse listen to me
5,12,walter,jesse
5,12,walter,jesse
5,12,saul, daddy
5,12,walter, hey
5,12,hank,get in
5,12,hank,little son of a btch
5,12,kuby,stupid high little what the hell was that all about huh
5,12,walter,what were you thinking
5,12,kuby, thinking theres another way
5,12,walter,what
5,12,walter,to get him
5,12,saul,theres another way
5,12,saul,a better way
5,12,walter,uh hey
5,12,skyler,its walt
5,12,hank,im okay
5,12,hank,i uh todd i think i might have another job for your uncle
5,13,skyler,okay boys
5,13,walter,take it all
5,13,gomez,lets get everything
5,13,hank,put out the lighter
5,13,hank,he cant keep getting away with it
5,13,jesse,he wont
5,13,jesse,do you really want to burn him down
5,13,hank,lets do it together
5,13,jesse,i put a wire on you let him explain
5,13,hank,if i go to this plaza im a dead man
5,13,jesse,next time im gonna get you where you really live
5,13,hank,jesse listen todd i think i might have another job for your uncle
5,13,jesse,so how bigs the batch
5,13,hank,should be about 50 pounds give or take
5,13,jesse,uncle jack that mask i think you should mr
5,13,jesse,white says the fumes arent good to breathe
5,13,jesse,let me worry about what i breathe kid
5,13,gomez,just hurry this up so i can grab a smoke
5,13,hank,nice going nephew
5,13,skyler,thanks uncle jack
5,13,hank,where is the blue
5,13,jesse,wheres the what
5,13,hank,does it come later when this hardens
5,13,hank,where is it
5,13,hank,i am correct in assuming this should be blue
5,13,hank,see im thinking the headline here should be 76
5,13,hank, yeah
5,13,jesse,whole lot more than it was
5,13,jesse,that dude who looked like wolverine he couldnt crack 70
5,13,walter,fine
5,13,walter,yes percentagewise its marginally improved
5,13,hank,and congratulations todd
5,13,jesse,but blue is our brand
5,13,jesse,all over europe its what our buyers pay top dollar for
5,13,jesse,if were down a bit in purity from the heisenberg days maybe theyll let us slide on that but not if its not blue
5,13,walter,i dont know
5,13,walter,to my eye its kind of blue
5,13,hank,yeah a little
5,13,hank,its blueish
5,13,walter,todd youre the chef
5,13,jesse,what do you think
5,13,hank,yeah kinda if it catches the light just right i could see how youd think theres a touch of blue bluegreen in there
5,13,saul,aquamarine
5,13,hank,hell well put food coloring in it
5,13,jesse,make it any damn shade you want
5,13,hank,yeah
5,13,jesse,like they do farmraised salmon
5,13,hank,yeah
5,13,walter,jesus you ever see how pink they make that crap
5,13,hank,like flamingo pink
5,13,jesse,it sure as hell dont come out the ocean lookin like that
5,13,jesse,all right
5,13,hank,lets make some money
5,13,jesse,here you go ms
5,13,skyler,thank you
5,13,jesse,i made it just like you asked
5,13,jesse,you sure
5,13,hank,if its too weak or something i can go put another bag in it
5,13,jesse,im sure
5,13,gomez,look about the product im really sorry about the color
5,13,hank,for a minute or two it just got a few degrees too hot in the mixing kettle i think
5,13,hank,i mightve just cooked the color right out of it
5,13,jesse,you burned it like a cake
5,13,jesse,yeah sort of i guess
5,13,hank,but the point is i think i can fix it and i think i can bring the purity up too
5,13,hank,i mean im doing everything just like mr
5,13,gomez,white taught me so you know its bound to get better right
5,13,jesse,i appreciate you making every possible effort because as you know my buyers expect a certain threshold a continuity
5,13,hank,yeah
5,13,hank,yeah
5,13,jesse,totally
5,13,walter,uh about your buyers i could ask my uncle to smooth things over with them if you want
5,13,jesse,ill pass
5,13,skyler,thanks
5,13,walter,ive put a lot of faith in your abilities todd
5,13,hank,i believe in you
5,13,hank,please do make the cook better
5,13,walter,its very important to me
5,13,hank,ive got a flight to catch
5,13,gomez,hello
5,13,hank,hey
5,13,jesse,its walt
5,13,hank,hey mr
5,13,gomez,white
5,13,walter,how you doing
5,13,hank,im okay
5,13,hank,i uh todd i think i might have another job for your uncle
5,13,hank,oh okay
5,13,jesse,uh you want me to set up a meeting
5,13,walter,i yes
5,13,skyler,please
5,13,jesse,lets do that
5,13,jesse,any headsup i should give him like um which jail how many targets stuff like that
5,13,gomez,white
5,13,gomez, just one target
5,13,hank,not currently in jail
5,13,walter,jesse pinkman
5,13,jesse,you got it
5,13,hank,im surprised you didnt strangle him
5,13,jesse,so now what
5,13,hank,book him
5,13,walter,im sure the ausa have plenty to say on how to play him against walt
5,13,gomez,knowing what we know about how walt deals with rats behind bars
5,13,walter,no yeah
5,13,hank,punk has to be safer with the marshals watching his back than out here where its open season
5,13,jesse,mmmh what does that mean
5,13,walter,what are you thinking
5,13,hank,kids got an idea
5,13,jesse,what kid
5,13,jesse,that kid
