Temporada,Episodio,Hablante,Frase,Key Lemmas,Evil Count Level 1: Selfish Evil,Evil Count Level 2: Manipulative Evil,Evil Count Level 3: Aggressive Evil,Evil Count Level 4: Dehumanizing Evil,Evil Count Level 5: Sadistic Evil,Hubris Count Arrogance and Pride,Hubris Count Disregard for Rules,Hubris Count Excessive Emotions,Hubris Count Grandiosity and Transcendence,Hubris Count Power and Control,Hubris Count Self-Justification,Total Evil Count,Total Hubris Count
5,10,hank,safe to come down,safe come,1,0,1,1,0,1,1,1,0,1,1,3,5
5,10,saul,yeah,yeah,1,0,1,1,0,1,1,1,1,1,1,3,6
5,10,hank,youre good,youre good,0,0,0,0,1,0,0,0,0,0,0,1,0
5,10,hank,ladies first,lady first,1,0,1,1,1,1,1,1,0,1,1,4,5
5,10,hank,okay now youve seen it,okay youve seen,1,0,1,1,0,1,1,1,0,1,1,3,5
5,10,skyler,now ive seen it,ive seen,0,0,0,0,0,0,0,0,0,0,0,0,0
5,10,hank,what,,0,0,0,0,0,0,0,0,0,0,0,0,0
5,10,hank,well how about we start with its filthy,start filthy,1,0,1,1,0,1,1,1,1,1,1,3,6
5,10,hank,what are you my mother,mother,0,0,0,0,0,0,0,0,1,0,0,0,1
5,10,hank,what filthy,filthy,0,0,0,0,0,0,0,0,1,0,0,0,1
5,10,hank,its just dimly lit,dimly lit,0,0,0,0,1,0,0,0,0,0,0,1,0
5,10,hank,do you seriously think this is up to the standards of your predecessor,seriously think standard predecessor,2,0,2,2,3,2,2,2,1,2,2,9,11
5,10,hank,because its not,,0,0,0,0,0,0,0,0,0,0,0,0,0
5,10,hank,not even close,even close,0,0,0,0,0,0,0,0,0,0,0,0,0
5,10,hank,yeah well the product were making its selling just fine,yeah product making selling fine,2,0,2,2,1,2,2,2,1,2,2,7,11
5,10,saul,heisenbergs standards dont matter anymore,heisenberg standard dont matter anymore,4,1,4,4,3,4,4,4,1,4,4,16,21
5,10,hank,to whom,,0,0,0,0,0,0,0,0,0,0,0,0,0
5,10,saul,a bunch of scabby arizona tweakers,bunch scabby arizona tweakers,4,3,4,4,0,4,4,4,1,4,4,15,21
5,10,hank,they matter to my buyer in the czech republic i can tell you that,matter buyer czech republic tell,1,2,1,1,0,1,1,1,1,1,1,5,6
5,10,hank,therefore they matter to me,therefore matter,1,0,1,1,0,1,1,1,1,1,1,3,6
5,10,hank,look i cannot move what this person is making if its substandard,look move person making substandard,3,1,3,3,2,3,3,3,0,3,3,12,15
5,10,hank,and it is,,0,0,0,0,0,0,0,0,0,0,0,0,0
5,10,hank,it just is,,0,0,0,0,0,0,0,0,0,0,0,0,0
5,10,hank,no offense,offense,0,0,0,0,0,0,0,0,0,0,0,0,0
5,10,hank,you can do better do better,better better,0,2,0,0,0,0,0,0,0,0,0,2,0
5,10,hank,yeah i dont know what to tell you,yeah dont know tell,1,0,1,1,1,1,1,1,1,1,1,4,6
5,10,hank,i mean you tried to get the man back right,mean tried get man back right,3,1,3,3,1,3,3,3,1,3,3,11,16
5,10,saul,he said no so i mean what do you want me to do,said mean want,3,0,3,3,1,3,3,3,0,3,3,10,15
5,10,hank,use todd again,use todd,0,0,0,0,2,0,0,0,0,0,0,2,0
5,10,hank,look he learned from him all right,look learned right,1,0,1,1,1,1,1,1,1,1,1,4,6
5,10,hank,at least todds first two cooks were at 74,least todd first two cook,1,0,1,1,2,1,1,1,0,1,1,5,5
5,10,hank,on his third cook he started a fire,third cook started fire,1,0,1,1,2,1,1,1,1,1,1,5,6
5,10,hank,look i tried heisenbergs way,look tried heisenberg way,1,1,1,1,1,1,1,1,1,1,1,5,6
5,10,skyler,it didnt work out,didnt work,0,0,0,0,2,0,0,0,0,0,0,2,0
5,10,hank,i wanna cook in my territory i wanna use guys that i trust not todd who i dont,wan na cook territory wan na use guy trust todd dont,4,0,4,4,3,4,4,4,0,4,4,15,20
5,10,saul,and thats the end of the conversation as far as im concerned,thats end conversation far im concerned,3,0,3,3,2,3,3,3,1,3,3,11,16
5,10,saul,i really wish youd have given him a chance,really wish youd given chance,2,0,2,2,1,2,2,2,2,2,2,7,12
5,10,hank,hey,hey,0,0,0,0,0,0,0,0,1,0,0,0,1
5,10,skyler,we have a problem,problem,0,1,0,0,0,0,0,0,0,0,0,1,0
5,10,hank,you stay here,stay,1,0,1,1,0,1,1,1,0,1,1,3,5
5,10,hank,hello,hello,0,0,0,0,0,0,0,0,1,0,0,0,1
5,10,hank,maam you okay,maam okay,3,0,3,3,0,3,3,3,0,3,3,9,15
5,10,hank,hello,hello,0,0,0,0,0,0,0,0,1,0,0,0,1
5,10,hank,safe to come up whenever you want,safe come whenever want,2,0,2,2,0,2,2,2,1,2,2,6,11
5,10,hank,i i dont want to see,dont want see,1,0,1,1,1,1,1,1,0,1,1,4,5
5,10,hank,okay,okay,1,0,1,1,0,1,1,1,0,1,1,3,5
5,10,hank,cool so i guess maybe um maybe just close your eyes,cool guess maybe maybe close eye,2,2,2,2,0,2,2,2,0,2,2,8,10
5,10,hank,okay,okay,1,0,1,1,0,1,1,1,0,1,1,3,5
5,10,skyler,this way,way,1,0,1,1,0,1,1,1,0,1,1,3,5
5,10,hank,to your right,right,0,0,0,0,0,0,0,0,1,0,0,0,1
5,10,saul,are you kidding me with this,kidding,0,0,0,0,2,0,0,0,0,0,0,2,0
5,10,hank,uncle jack,uncle jack,1,0,1,1,0,1,1,1,0,1,1,3,5
5,10,hank,fire in the hole,fire hole,0,0,0,0,0,0,0,0,1,0,0,0,1
5,10,hank,its okay,okay,1,0,1,1,0,1,1,1,0,1,1,3,5
5,10,saul,sorry about that,sorry,0,0,0,0,0,0,0,0,0,0,0,0,0
5,10,hank,its cool lady,cool lady,1,0,1,1,1,1,1,1,0,1,1,4,5
5,10,hank,okay boys,okay boy,1,1,1,1,0,1,1,1,0,1,1,4,5
5,10,skyler,lets take it all,let take,1,0,1,1,0,1,1,1,0,1,1,3,5
5,10,saul,lets get everything,let get everything,0,0,0,0,0,0,0,0,1,0,0,0,1
5,10,hank,hey,hey,0,0,0,0,0,0,0,0,1,0,0,0,1
5,10,hank,you uh going into work today,going work today,1,0,1,1,1,1,1,1,0,1,1,4,5
5,10,hank,youre kidding right,youre kidding right,0,0,0,0,2,0,0,0,1,0,0,2,1
5,10,hank,what about you,,0,0,0,0,0,0,0,0,0,0,0,0,0
5,10,saul,are you going to the office,going office,0,0,0,0,0,0,0,0,0,0,0,0,0
5,10,saul,you have to tell them hank,tell hank,1,0,1,1,0,1,1,1,1,1,1,3,6
5,10,hank,today,today,1,0,1,1,1,1,1,1,0,1,1,4,5
5,10,hank,marie i just just dont have it yet,marie dont yet,1,0,1,1,1,1,1,1,0,1,1,4,5
5,10,hank,the piece i need to prove it all its just its just not here,piece need prove,0,0,0,0,1,0,0,0,0,0,0,1,0
5,10,hank,then let them help you,let help,0,0,0,0,0,0,0,0,1,0,0,0,1
5,10,hank,tell steve tell ramey,tell steve tell ramey,1,0,1,1,0,1,1,1,0,1,1,3,5
5,10,hank,youve got enough to get them to believe your story at least,youve got enough get believe story least,1,1,1,1,0,1,1,1,1,1,1,4,6
5,10,hank,put the whole dea on it,put whole dea,1,0,1,1,1,1,1,1,1,1,1,4,6
5,10,hank,thats how this is supposed to work right,thats supposed work right,1,0,1,1,1,1,1,1,2,1,1,4,7
5,10,hank,what no,,0,0,0,0,0,0,0,0,0,0,0,0,0
5,10,hank,what are you lone wolf mcquade,lone wolf mcquade,1,0,1,1,1,1,1,1,0,1,1,4,5
5,10,hank,look baby youve gotta go in with this hank,look baby youve got ta go hank,3,2,3,3,0,3,3,3,1,3,3,11,16
5,10,hank,look the day i go in with this thats the last day of my career all right,look day go thats last day career right,5,0,5,5,2,5,5,5,2,5,5,17,27
5,10,hank,im going to have to walk in there look those people in the eye and admit that the person ive been chasing the past year is my own brotherinlaw,im going walk look people eye admit person ive chasing past year brotherinlaw,6,1,6,6,1,6,6,6,2,6,6,20,32
5,10,hank,its over for me,,0,0,0,0,0,0,0,0,0,0,0,0,0
5,10,hank,ten seconds after i tell this story im a civilian,ten second tell story im civilian,1,0,1,1,1,1,1,1,0,1,1,4,5
5,10,hank,and then how can we help skyler,help skyler,0,0,0,0,0,0,0,0,1,0,0,0,1
5,10,hank,if she comes to her senses,come sens,0,0,0,0,0,0,0,0,0,0,0,0,0
5,10,hank,when i go in there im bringing proof not suspicions,go im bringing proof suspicion,0,1,0,0,0,0,0,0,0,0,0,1,0
5,10,hank,i can be the man who caught him,man caught,2,0,2,2,0,2,2,2,1,2,2,6,11
5,10,hank,at least,least,1,0,1,1,0,1,1,1,0,1,1,3,5
5,10,saul,what if you wait and they catch walt without you,wait catch walt without,3,0,3,3,0,3,3,3,2,3,3,9,17
5,10,saul,if they find out that you knew and you said nothing,find knew said nothing,1,0,1,1,2,1,1,1,1,1,1,5,6
5,10,hank,hank wouldnt you go to jail too,hank wouldnt go jail,2,0,2,2,1,2,2,2,1,2,2,7,11
5,10,skyler,hey hank,hey hank,1,0,1,1,0,1,1,1,2,1,1,3,7
5,10,hank,welcome back,welcome back,1,1,1,1,0,1,1,1,0,1,1,4,5
5,10,hank,morning,morning,0,0,0,0,0,0,0,0,0,0,0,0,0
5,10,hank,hey,hey,0,0,0,0,0,0,0,0,1,0,0,0,1
5,10,hank,hey,hey,0,0,0,0,0,0,0,0,1,0,0,0,1
5,10,hank,hey,hey,0,0,0,0,0,0,0,0,1,0,0,0,1
5,10,hank,look whos back,look who back,1,1,1,1,0,1,1,1,1,1,1,4,6
5,10,hank,i had to see it with my own eyes,see eye,0,0,0,0,0,0,0,0,0,0,0,0,0
5,10,saul,how you doing,,0,0,0,0,0,0,0,0,0,0,0,0,0
5,10,hank,good,good,0,0,0,0,1,0,0,0,0,0,0,1,0
5,10,saul,yeah yeah,yeah yeah,2,0,2,2,0,2,2,2,2,2,2,6,12
5,10,hank,you miss me,miss,0,0,0,0,0,0,0,0,0,0,0,0,0
5,10,hank,miss you,miss,0,0,0,0,0,0,0,0,0,0,0,0,0
5,10,hank,like my balls miss jock itch maybe,ball miss jock itch maybe,2,2,2,2,0,2,2,2,1,2,2,8,11
5,10,hank,i didnt know you had balls,didnt know ball,1,1,1,1,2,1,1,1,0,1,1,6,5
5,10,hank,all right dont make me sorry i stopped by here,right dont make sorry stopped,1,0,1,1,2,1,1,1,1,1,1,5,6
5,10,saul,anyway uh you got a budget meeting in an hour and then you got a meet and greet with the new prescription taskforce guys all right,anyway got budget meeting hour got meet greet new prescription taskforce guy right,3,1,3,3,1,3,3,3,2,3,3,11,17
5,10,skyler,all right,right,0,0,0,0,0,0,0,0,1,0,0,0,1
5,10,hank,hey uh you know listen,hey know listen,0,0,0,0,0,0,0,0,1,0,0,0,1
5,10,hank,lets see if we can get that budget meeting pushed and instead see if you could set up a conference call with ramey,let see get budget meeting pushed instead see could set conference call ramey,3,1,3,3,4,3,3,3,1,3,3,14,16
5,10,hank,what for,,0,0,0,0,0,0,0,0,0,0,0,0,0
5,10,hank,just a getting back up to speed thing,getting back speed thing,1,1,1,1,1,1,1,1,1,1,1,5,6
5,10,hank,you know for me,know,0,0,0,0,0,0,0,0,0,0,0,0,0
5,10,skyler,all right,right,0,0,0,0,0,0,0,0,1,0,0,0,1
5,10,hank,you got it,got,0,0,0,0,0,0,0,0,0,0,0,0,0
5,10,hank,oh hey,oh hey,0,0,0,0,0,0,0,0,2,0,0,0,2
5,10,hank,did you hear about that money thing,hear money thing,1,0,1,1,0,1,1,1,2,1,1,3,7
5,10,saul,no what what money thing,money thing,0,0,0,0,0,0,0,0,1,0,0,0,1
5,10,hank,oh youre gonna love this,oh youre gon na love,1,0,1,1,0,1,1,1,1,1,1,3,6
5,10,hank,it involves your old pal jesse pinkman,involves old pal jesse pinkman,2,0,2,2,1,2,2,2,0,2,2,7,10
5,10,hank,pinkman,pinkman,1,0,1,1,0,1,1,1,0,1,1,3,5
5,10,hank,ill give you this,ill give,0,0,0,0,0,0,0,0,0,0,0,0,0
5,10,saul,jesse youre never boring,jesse youre never boring,0,1,0,0,0,0,0,0,0,0,0,1,0
5,10,hank,not boring at all,boring,0,1,0,0,0,0,0,0,0,0,0,1,0
5,10,hank,so come on buddy,come buddy,0,1,0,0,2,0,0,0,0,0,0,3,0
5,10,saul,share with us,share u,1,0,1,1,0,1,1,1,1,1,1,3,6
5,10,saul,why were you tossing millions of dollars all over albuquerque,tossing million dollar albuquerque,2,1,2,2,1,2,2,2,0,2,2,8,10
5,10,hank,i promise you we can hold out just as long as you can,promise hold long,0,0,0,0,1,0,0,0,1,0,0,1,1
5,10,hank,thats a fact,thats fact,2,0,2,2,0,2,2,2,1,2,2,6,11
5,10,saul,i got a bladder the size of a hot water bottle,got bladder size hot water bottle,2,2,2,2,2,2,2,2,1,2,2,10,11
5,10,saul,yeah,yeah,1,0,1,1,0,1,1,1,1,1,1,3,6
5,10,saul,all that cash,cash,1,0,1,1,0,1,1,1,1,1,1,3,6
5,10,hank, i wouldnt be able to stop talking about it,wouldnt able stop talking,2,1,2,2,1,2,2,2,0,2,2,8,10
5,10,hank,i know right,know right,0,0,0,0,0,0,0,0,1,0,0,0,1
5,10,hank,but i dont think id be tossing it out my car window,dont think id tossing car window,1,0,1,1,3,1,1,1,1,1,1,6,6
5,10,saul,my takehome definitely doesnt allow for that whole robin hood thing,takehome definitely doesnt allow whole robin hood thing,2,1,2,2,3,2,2,2,4,2,2,10,14
5,10,hank,but apparently jesse here is just raking it in,apparently jesse raking,3,0,3,3,0,3,3,3,0,3,3,9,15
5,10,hank,yes indeed,yes indeed,0,0,0,0,2,0,0,0,0,0,0,2,0
5,10,hank,and im sure hes got a perfectly reasonable explanation for where he got it,im sure he got perfectly reasonable explanation got,4,1,4,4,0,4,4,4,1,4,4,13,21
5,10,hank,he found it,found,0,0,0,0,1,0,0,0,0,0,0,1,0
5,10,hank,or won it in a card game maybe,card game maybe,3,1,3,3,1,3,3,3,0,3,3,11,15
5,10,hank,thats it,thats,1,0,1,1,0,1,1,1,1,1,1,3,6
5,10,hank,won it in a card game,card game,2,0,2,2,1,2,2,2,0,2,2,7,10
5,10,hank,lucky night at the casino,lucky night casino,1,0,1,1,0,1,1,1,1,1,1,3,6
5,10,saul,jesse did you have a lucky night,jesse lucky night,0,0,0,0,0,0,0,0,1,0,0,0,1
5,10,hank,okay,okay,1,0,1,1,0,1,1,1,0,1,1,3,5
5,10,hank,jesse were gonna let you gather your thoughts so we can continue this stimulating conversation,jesse gon na let gather thought continue stimulating conversation,4,0,4,4,0,4,4,4,3,4,4,12,23
5,10,saul,can we get you anything,get anything,1,0,1,1,0,1,1,1,1,1,1,3,6
5,10,hank,coffee,coffee,0,0,0,0,0,0,0,0,0,0,0,0,0
5,10,hank,a soda,soda,1,0,1,1,1,1,1,1,0,1,1,4,5
5,10,skyler,right,right,0,0,0,0,0,0,0,0,1,0,0,0,1
5,10,saul,yeah,yeah,1,0,1,1,0,1,1,1,1,1,1,3,6
5,10,saul,thought not,thought,0,0,0,0,0,0,0,0,2,0,0,0,2
5,10,saul,i have a history with jesse pinkman and i think he can be helpful to me on another active investigation,history jesse pinkman think helpful another active investigation,4,0,4,4,0,4,4,4,4,4,4,12,24
5,10,hank,look im only asking for a couple minutes here,look im asking couple minute,1,0,1,1,0,1,1,1,0,1,1,3,5
5,10,saul,you said he wasnt talking,said wasnt talking,3,0,3,3,1,3,3,3,0,3,3,10,15
5,10,hank,let me tell you that kid hates my guts,let tell kid hate gut,1,0,1,1,1,1,1,1,1,1,1,4,6
5,10,hank,despises me okay,despises okay,1,0,1,1,1,1,1,1,0,1,1,4,5
5,10,hank,maybe i can get him cranked up enough that he starts yapping,maybe get cranked enough start yapping,4,1,4,4,1,4,4,4,1,4,4,14,21
5,10,hank,then you guys go in there get what you need from the little shitstain finish him off,guy go get need little shitstain finish,1,0,1,1,1,1,1,1,2,1,1,4,7
5,10,saul,gives me anything useful while hes with me ill share it i could use a smoke break,give anything useful he ill share could use smoke break,3,1,3,3,1,3,3,3,3,3,3,11,18
5,10,saul,yeah,yeah,1,0,1,1,0,1,1,1,1,1,1,3,6
5,10,hank,how about you,,0,0,0,0,0,0,0,0,0,0,0,0,0
5,10,saul,yeah,yeah,1,0,1,1,0,1,1,1,1,1,1,3,6
5,10,hank,maybe you could keep an eye on our suspect for us  just for a few minutes,maybe could keep eye suspect u minute,1,1,1,1,1,1,1,1,0,1,1,5,5
5,10,hank,absolutely,absolutely,1,1,1,1,0,1,1,1,0,1,1,4,5
5,10,saul,i can do that,,0,0,0,0,0,0,0,0,0,0,0,0,0
5,10,hank,okay,okay,1,0,1,1,0,1,1,1,0,1,1,3,5
5,10,hank,thank you guys,thank guy,1,0,1,1,0,1,1,1,1,1,1,3,6
5,11,walter,have skyler bring the kids here,skyler bring kid,0,1,0,0,1,0,0,0,0,0,0,2,0
5,11,walter,that is not going to happen,going happen,1,0,1,1,0,1,1,1,1,1,1,3,6
5,11,walter,i dont even know who im talking to,dont even know im talking,1,0,1,1,1,1,1,1,0,1,1,4,5
5,11,walter,tread lightly,tread lightly,1,0,1,1,1,1,1,1,1,1,1,4,6
5,11,jesse,hank are you arresting me,hank arresting,2,0,2,2,0,2,2,2,1,2,2,6,11
5,11,hank,am i under arrest,arrest,1,0,1,1,0,1,1,1,0,1,1,3,5
5,11,jesse,okay boys take it all lets get everything,okay boy take let get everything,2,1,2,2,0,2,2,2,1,2,2,7,11
5,11,jesse,do you know about that money thing,know money thing,0,0,0,0,0,0,0,0,1,0,0,0,1
5,11,hank,involves your old pal jesse pinkman,involves old pal jesse pinkman,2,0,2,2,1,2,2,2,0,2,2,7,10
5,11,saul,hey mr,hey mr,0,0,0,0,0,0,0,0,1,0,0,0,1
5,11,walter,white,white,0,0,0,0,0,0,0,0,1,0,0,0,1
5,11,hank,its me,,0,0,0,0,0,0,0,0,0,0,0,0,0
5,11,hank,um i know youre probably real busy with retirement but i just i got some news i think that you should maybe know about,know youre probably real busy retirement got news think maybe know,3,4,3,3,0,3,3,3,1,3,3,13,16
5,11,hank,me and declan had some differences of opinion and it got a little messy,declan difference opinion got little messy,1,0,1,1,2,1,1,1,0,1,1,5,5
5,11,kuby,um any its all straightened out now but just a headsup theres been a kind of change in management,straightened headsup there kind change management,5,0,5,5,3,5,5,5,4,5,5,18,29
5,11,jesse,anyway um just thought you should know,anyway thought know,2,0,2,2,0,2,2,2,2,2,2,6,12
5,11,jesse,feel free to give me a call if you want the details but you know its cool,feel free give call want detail know cool,3,0,3,3,1,3,3,3,0,3,3,10,15
5,11,walter,so whatever,whatever,1,0,1,1,0,1,1,1,1,1,1,3,6
5,11,walter,okay then,okay,1,0,1,1,0,1,1,1,0,1,1,3,5
5,11,walter,thanks,thanks,1,0,1,1,0,1,1,1,1,1,1,3,6
5,11,walter,right so there i am im on top of the train pumping the water in and hes watching to make sure we put in exactly what he calculated,right im top train pumping water he watching make sure put exactly calculated,7,0,7,7,1,7,7,7,3,7,7,22,38
5,11,hank,and we gotta be real precise because water and methylene weigh different and he like figured it all out to the like milliliter,got ta real precise water methylene weigh different figured milliliter,3,0,3,3,2,3,3,3,2,3,3,11,17
5,11,skyler,anyway im up there with my hose and were going as fast as we can,anyway im hose going fast,3,0,3,3,0,3,3,3,1,3,3,9,16
5,11,walter,cause we only got a few minutes,cause got minute,1,0,1,1,0,1,1,1,0,1,1,3,5
5,11,walter,at the crossing we got this guy whos smoothtalking the engineer,crossing got guy who smoothtalking engineer,1,0,1,1,0,1,1,1,2,1,1,3,7
5,11,walter,and its all just going great until this other dude shows up in this monster truck so were pretty much screwed because he can just push the entire dump truck off the tracks which you know is what he does,going great dude show monster truck pretty much screwed push entire dump truck track know,2,0,2,2,4,2,2,2,3,2,2,10,13
5,11,jesse,whats your guy doing,whats guy,1,0,1,1,0,1,1,1,1,1,1,3,6
5,11,jesse,you cant stop him,cant stop,1,0,1,1,0,1,1,1,0,1,1,3,5
5,11,hank,yeah,yeah,1,0,1,1,0,1,1,1,1,1,1,3,6
5,11,walter,but whats he gonna say,whats gon na say,3,0,3,3,0,3,3,3,1,3,3,9,16
5,11,hank,thanks anyway sir but my friends are still stealing cargo back there,thanks anyway sir friend still stealing cargo back,6,1,6,6,1,6,6,6,1,6,6,20,31
5,11,jesse,anyway so im looking all around cause i know were not done but the gallons are just slowly ticking away,anyway im looking around cause know done gallon slowly ticking away,7,0,7,7,2,7,7,7,0,7,7,23,35
5,11,walter,and finally mr,finally mr,1,0,1,1,0,1,1,1,0,1,1,3,5
5,11,jesse,white tells me to cut it,white tell cut,0,0,0,0,0,0,0,0,1,0,0,0,1
5,11,walter,and so i fling the hose im grabbing the cap im screwing in the bolts,fling hose im grabbing cap im screwing bolt,2,3,2,2,0,2,2,2,1,2,2,9,11
5,11,jesse,just like busting ass you know,busting as know,1,1,1,1,0,1,1,1,0,1,1,4,5
5,11,walter,and um and then i feel the train start moving,feel train start moving,2,0,2,2,0,2,2,2,0,2,2,6,10
5,11,skyler,youre  im on top,youre im top,0,0,0,0,0,0,0,0,0,0,0,0,0
5,11,hank,did you piss your pants,piss pant,1,0,1,1,0,1,1,1,0,1,1,3,5
5,11,hank,yeah right,yeah right,1,0,1,1,0,1,1,1,2,1,1,3,7
5,11,walter,so the thing starts speeding up so i jump off the moving train,thing start speeding jump moving train,2,0,2,2,1,2,2,2,1,2,2,7,11
5,11,jesse,like total stuntman stuff,total stuntman stuff,2,0,2,2,0,2,2,2,0,2,2,6,10
5,11,saul,its like hooper,hooper,0,0,0,0,0,0,0,0,1,0,0,0,1
5,11,skyler,you ever see hooper,ever see hooper,0,0,0,0,0,0,0,0,1,0,0,0,1
5,11,hank,oh hey man burt reynolds,oh hey man burt reynolds,1,1,1,1,1,1,1,1,2,1,1,5,7
5,11,saul,good movie,good movie,0,0,0,0,1,0,0,0,0,0,0,1,0
5,11,kuby,but he jumped out of a helicopter not a train,jumped helicopter train,1,0,1,1,1,1,1,1,1,1,1,4,6
5,11,walter,well whatever man,whatever man,2,0,2,2,0,2,2,2,1,2,2,6,11
5,11,walter,its a good movie,good movie,0,0,0,0,1,0,0,0,0,0,0,1,0
5,11,walter,and this guy jesse hes underneath the thing and the train just drives right over him,guy jesse he underneath thing train drive right,2,0,2,2,2,2,2,2,4,2,2,8,14
5,11,hank,and luckily hes hes this skinny little guy,luckily he he skinny little guy,0,0,0,0,0,0,0,0,2,0,0,0,2
5,11,walter,damn,damn,1,0,1,1,1,1,1,1,0,1,1,4,5
5,11,walter,thats a tight operation,thats tight operation,2,0,2,2,0,2,2,2,2,2,2,6,12
5,11,walter,it was it was perfect,perfect,0,0,0,0,0,0,0,0,0,0,0,0,0
5,11,saul,no one even knew they got robbed just like we planned,one even knew got robbed planned,1,2,1,1,2,1,1,1,0,1,1,7,5
5,11,jesse,white told me it was like the biggest train heist ever like potential moneywise,white told biggest train heist ever potential moneywise,2,1,2,2,1,2,2,2,2,2,2,8,12
5,11,walter,so thats how that happened,thats happened,2,0,2,2,1,2,2,2,2,2,2,7,12
5,11,jesse,can i get you anything else,get anything else,1,0,1,1,0,1,1,1,1,1,1,3,6
5,11,walter,nope,nope,0,0,0,0,0,0,0,0,0,0,0,0,0
5,11,walter,thanks darlin,thanks darlin,2,0,2,2,1,2,2,2,1,2,2,7,11
5,11,saul,im ready for the check,im ready check,1,0,1,1,1,1,1,1,1,1,1,4,6
5,11,jesse,you feeling good about cooking,feeling good cooking,0,0,0,0,1,0,0,0,0,0,0,1,0
5,11,hank,yeah,yeah,1,0,1,1,0,1,1,1,1,1,1,3,6
5,11,hank,youll be able to run your own lab,youll able run lab,2,2,2,2,0,2,2,2,0,2,2,8,10
5,11,saul,do it up right,right,0,0,0,0,0,0,0,0,1,0,0,0,1
5,11,hank,yeah,yeah,1,0,1,1,0,1,1,1,1,1,1,3,6
5,11,saul,for sure,sure,0,0,0,0,0,0,0,0,0,0,0,0,0
5,11,walter,i got this,got,0,0,0,0,0,0,0,0,0,0,0,0,0
5,11,jesse,all right,right,0,0,0,0,0,0,0,0,1,0,0,0,1
5,11,hank,lets make some money then,let make money,1,0,1,1,0,1,1,1,0,1,1,3,5
5,11,walter,i gotta hit the head,got ta hit head,2,0,2,2,1,2,2,2,2,2,2,7,12
5,11,hank,ever been on a plane and find yourself looking down at the armrest next to you looking at the little plug where the ashtray used to go,ever plane find looking armrest next looking little plug ashtray used go,4,0,4,4,2,4,4,4,1,4,4,14,21
5,11,walter,i look at that and i say what the hell happened to this country,look say hell happened country,2,0,2,2,1,2,2,2,2,2,2,7,12
5,11,saul, nanny state,nanny state,2,0,2,2,0,2,2,2,0,2,2,6,10
5,11,walter,i see a kid with a bicycle helmet on i wanna smack the shit out of him,see kid bicycle helmet wan na smack shit,3,1,3,3,1,3,3,3,2,3,3,11,17
5,11,marie,like for his own good,good,0,0,0,0,1,0,0,0,0,0,0,1,0
5,11,jesse,_ mr,mr,0,0,0,0,0,0,0,0,0,0,0,0,0
5,11,hank,pinkman,pinkman,1,0,1,1,0,1,1,1,0,1,1,3,5
5,11,hank,how are you today,today,1,0,1,1,1,1,1,1,0,1,1,4,5
5,11,hank,not so good huh,good huh,0,0,0,0,1,0,0,0,2,0,0,1,2
5,11,hank,course uh i might be able to help you out,course might able help,1,1,1,1,0,1,1,1,2,1,1,4,7
5,11,hank,i wanna talk to you about your partner heisenberg,wan na talk partner heisenberg,4,1,4,4,0,4,4,4,1,4,4,13,21
5,11,hank,see i know hes my brotherinlaw walt,see know he brotherinlaw walt,2,1,2,2,0,2,2,2,2,2,2,7,12
5,11,hank,oh yeah,oh yeah,1,0,1,1,0,1,1,1,2,1,1,3,7
5,11,walter,thats the look,thats look,1,0,1,1,0,1,1,1,1,1,1,3,6
5,11,hank,lucky for you im more interested in him,lucky im interested,0,0,0,0,1,0,0,0,0,0,0,1,0
5,11,hank,so i got an offer,got offer,0,0,0,0,0,0,0,0,0,0,0,0,0
5,11,hank,if you help me out here tell me all about you and him and your little meth business maybe i talk to my friends at the apd and make all this go away,help tell little meth business maybe talk friend apd make go away,6,2,6,6,2,6,6,6,2,6,6,22,32
5,11,hank,i know hes the mastermind here,know he mastermind,1,0,1,1,1,1,1,1,1,1,1,4,6
5,11,hank,plus im thinking based on your recent activities that uh maybe theres a little trouble in paradise,plus im thinking based recent activity maybe there little trouble paradise,5,3,5,5,2,5,5,5,2,5,5,20,27
5,11,hank,maybe you guys arent uh getting along so good,maybe guy arent getting along good,3,1,3,3,1,3,3,3,0,3,3,11,15
5,11,hank,im right arent i,im right arent,1,0,1,1,0,1,1,1,1,1,1,3,6
5,11,hank,eat me,eat,1,0,1,1,0,1,1,1,0,1,1,3,5
5,11,hank,sure thats how you want to play this,sure thats want play,3,0,3,3,0,3,3,3,1,3,3,9,16
5,11,jesse,why dont you try and beat it out of me,dont try beat,1,1,1,1,1,1,1,1,0,1,1,5,5
5,11,jesse,thats your thing right,thats thing right,1,0,1,1,0,1,1,1,3,1,1,3,8
5,11,hank,he really did a number on you didnt he,really number didnt,1,1,1,1,2,1,1,1,0,1,1,6,5
5,11,hank,i dont know but happy people usually dont go around throwing millions of dollars away,dont know happy people usually dont go around throwing million dollar away,6,0,6,6,4,6,6,6,2,6,6,22,32
5,11,hank,i dont think uh walts gonna be patting you on the back for that,dont think walts gon na patting back,4,1,4,4,1,4,4,4,1,4,4,14,21
5,11,walter,but maybe thats the point,maybe thats point,2,1,2,2,0,2,2,2,1,2,2,7,11
5,11,hank,cause you see i get that,cause see get,1,0,1,1,0,1,1,1,0,1,1,3,5
5,11,hank,my own brotherinlaw lying to me for over a year using me,brotherinlaw lying year using,2,1,2,2,0,2,2,2,1,2,2,7,11
